,movieId,title,genres,userId,rating,timestamp,release_year,num_genres,rating_year,rating_month,num_ratings,movie_age_at_rating
0,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,1.0,4.0,2000-07-30 18:45:03,1995,5,2000,7,215,5
1,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,4.0,1996-11-08 06:36:02,1995,5,1996,11,215,1
2,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,4.5,2005-01-25 06:52:26,1995,5,2005,1,215,10
3,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,2.5,2017-11-13 12:59:30,1995,5,2017,11,215,22
4,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,17.0,4.5,2011-05-18 05:28:03,1995,5,2011,5,215,16
5,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,18.0,3.5,2016-02-11 16:56:56,1995,5,2016,2,215,21
6,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,19.0,4.0,2000-08-08 03:33:57,1995,5,2000,8,215,5
7,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,21.0,3.5,2014-08-09 21:14:38,1995,5,2014,8,215,19
8,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,27.0,3.0,2000-07-04 04:34:22,1995,5,2000,7,215,5
9,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,31.0,5.0,1996-12-13 08:43:36,1995,5,1996,12,215,1
10,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,32.0,3.0,1997-02-23 22:15:19,1995,5,1997,2,215,2
11,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,33.0,3.0,1999-10-11 13:10:44,1995,5,1999,10,215,4
12,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,40.0,5.0,1996-05-14 07:29:19,1995,5,1996,5,215,1
13,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,43.0,5.0,1996-11-26 07:39:43,1995,5,1996,11,215,1
14,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,44.0,3.0,1997-07-18 18:51:00,1995,5,1997,7,215,2
15,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,45.0,4.0,2000-02-21 21:56:22,1995,5,2000,2,215,5
16,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,46.0,5.0,1996-06-14 21:31:46,1995,5,1996,6,215,1
17,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,50.0,3.0,2017-12-25 21:41:56,1995,5,2017,12,215,22
18,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,54.0,3.0,1996-04-23 08:15:30,1995,5,1996,4,215,1
19,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,57.0,5.0,2000-08-09 04:40:31,1995,5,2000,8,215,5
20,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,63.0,5.0,2015-09-25 16:47:49,1995,5,2015,9,215,20
21,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,64.0,4.0,2006-10-22 12:28:54,1995,5,2006,10,215,11
22,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,66.0,4.0,2005-01-02 05:32:37,1995,5,2005,1,215,10
23,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,68.0,2.5,2006-09-17 22:17:06,1995,5,2006,9,215,11
24,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,71.0,5.0,1997-05-27 12:58:53,1995,5,1997,5,215,2
25,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,73.0,4.5,2016-05-25 17:12:54,1995,5,2016,5,215,21
26,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,76.0,0.5,2015-08-10 00:12:28,1995,5,2015,8,215,20
27,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,78.0,4.0,2009-09-10 09:32:04,1995,5,2009,9,215,14
28,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,82.0,2.5,2004-05-13 17:02:09,1995,5,2004,5,215,9
29,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,86.0,4.0,2012-08-04 12:15:49,1995,5,2012,8,215,17
30,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,89.0,3.0,2018-03-07 07:38:34,1995,5,2018,3,215,23
31,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,90.0,3.0,1997-02-19 12:06:36,1995,5,1997,2,215,2
32,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,91.0,4.0,2005-04-05 14:57:17,1995,5,2005,4,215,10
33,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,93.0,3.0,1999-11-16 15:48:57,1995,5,1999,11,215,4
34,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,96.0,5.0,2000-07-28 08:29:50,1995,5,2000,7,215,5
35,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,98.0,4.5,2018-07-24 18:44:09,1995,5,2018,7,215,23
36,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,103.0,4.0,2015-05-18 13:03:58,1995,5,2015,5,215,20
37,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,107.0,4.0,1996-04-12 15:19:00,1995,5,1996,4,215,1
38,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,112.0,3.0,2015-09-18 00:20:39,1995,5,2015,9,215,20
39,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,119.0,3.5,2015-07-03 16:54:28,1995,5,2015,7,215,20
40,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,121.0,4.0,1996-11-10 20:03:00,1995,5,1996,11,215,1
41,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,124.0,4.0,2012-05-09 17:25:36,1995,5,2012,5,215,17
42,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,130.0,3.0,1996-05-20 10:53:30,1995,5,1996,5,215,1
43,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,132.0,2.0,2006-09-10 20:56:25,1995,5,2006,9,215,11
44,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,134.0,3.0,1996-05-23 08:45:03,1995,5,1996,5,215,1
45,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,135.0,4.0,2001-12-30 05:57:39,1995,5,2001,12,215,6
46,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,137.0,4.0,2008-03-07 03:18:27,1995,5,2008,3,215,13
47,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,140.0,3.0,1999-11-18 11:36:20,1995,5,1999,11,215,4
48,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,141.0,4.0,2017-12-13 02:04:03,1995,5,2017,12,215,22
49,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,144.0,3.5,2006-01-15 11:10:19,1995,5,2006,1,215,11
50,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,145.0,5.0,1996-05-14 20:20:42,1995,5,1996,5,215,1
